dh,dd,hh,cnt
2018021213,20180212,13,2192
2018021214,20180212,14,2192
2018021215,20180212,15,2131
2018021216,20180212,16,2026
2018021217,20180212,17,1849
2018021218,20180212,18,1711
2018021219,20180212,19,1588
2018021220,20180212,20,1494
2018021221,20180212,21,1318
2018021222,20180212,22,1026
2018021223,20180212,23,544
2018021300,20180213,00,405
2018021301,20180213,01,496
2018021302,20180213,02,564
2018021303,20180213,03,611
2018021304,20180213,04,663
2018021305,20180213,05,727
2018021306,20180213,06,866
2018021307,20180213,07,1318
2018021308,20180213,08,1619
2018021309,20180213,09,1892
2018021310,20180213,10,2081
2018021311,20180213,11,2182
2018021312,20180213,12,2262
2018021313,20180213,13,2243
2018021314,20180213,14,2217
2018021315,20180213,15,2160
2018021316,20180213,16,2051
2018021317,20180213,17,1861
2018021318,20180213,18,1719
2018021319,20180213,19,1658
2018021320,20180213,20,1562
2018021321,20180213,21,1423
2018021322,20180213,22,1073
2018021323,20180213,23,593
2018021400,20180214,00,453
2018021401,20180214,01,539
2018021402,20180214,02,617
2018021403,20180214,03,668
2018021404,20180214,04,710
2018021405,20180214,05,787
2018021406,20180214,06,939
2018021407,20180214,07,1371
2018021408,20180214,08,1683
2018021409,20180214,09,1941
2018021410,20180214,10,2112
2018021411,20180214,11,2243
2018021412,20180214,12,2304
2018021413,20180214,13,2341
2018021414,20180214,14,2261
2018021415,20180214,15,2177
2018021416,20180214,16,2056
2018021417,20180214,17,1886
2018021418,20180214,18,1757
2018021419,20180214,19,1745
2018021420,20180214,20,1690
2018021421,20180214,21,1382
2018021422,20180214,22,1022
2018021423,20180214,23,538
2018021500,20180215,00,421
2018021501,20180215,01,523
2018021502,20180215,02,588
2018021503,20180215,03,656
2018021504,20180215,04,712
2018021505,20180215,05,766
2018021506,20180215,06,899
2018021507,20180215,07,1346
2018021508,20180215,08,1728
2018021509,20180215,09,2003
2018021510,20180215,10,2172
2018021511,20180215,11,2259
2018021512,20180215,12,2327
2018021513,20180215,13,2447
2018021514,20180215,14,2566
2018021515,20180215,15,2568
2018021516,20180215,16,2402
2018021517,20180215,17,2146
2018021518,20180215,18,2042
2018021519,20180215,19,1997
2018021520,20180215,20,1886
2018021521,20180215,21,1710
2018021522,20180215,22,1517
2018021523,20180215,23,900
2018021600,20180216,00,665
2018021601,20180216,01,747
2018021602,20180216,02,808
2018021603,20180216,03,869
2018021604,20180216,04,921
2018021605,20180216,05,1009
2018021606,20180216,06,1235
2018021607,20180216,07,1833
2018021608,20180216,08,2504
2018021609,20180216,09,3529
2018021610,20180216,10,4919
2018021611,20180216,11,6278
2018021612,20180216,12,7483
2018021613,20180216,13,8671
2018021614,20180216,14,9779
2018021615,20180216,15,10013
2018021616,20180216,16,8946
2018021617,20180216,17,7281
2018021618,20180216,18,5649
2018021619,20180216,19,4433
2018021620,20180216,20,3488
2018021621,20180216,21,2789
2018021622,20180216,22,1885
2018021623,20180216,23,904
2018021700,20180217,00,752
2018021701,20180217,01,942
2018021702,20180217,02,1088
2018021703,20180217,03,1216
2018021704,20180217,04,1321
2018021705,20180217,05,1490
2018021706,20180217,06,1844
2018021707,20180217,07,2717
2018021708,20180217,08,3428
2018021709,20180217,09,4124
2018021710,20180217,10,4900
2018021711,20180217,11,5650
2018021712,20180217,12,6013
2018021713,20180217,13,6314
2018021714,20180217,14,6672
2018021715,20180217,15,6668
2018021716,20180217,16,6086
2018021717,20180217,17,5205
2018021718,20180217,18,4352
2018021719,20180217,19,3949
2018021720,20180217,20,3659
2018021721,20180217,21,3062
2018021722,20180217,22,2243
2018021723,20180217,23,1239
2018021800,20180218,00,993
2018021801,20180218,01,1222
2018021802,20180218,02,1402
2018021803,20180218,03,1568
2018021804,20180218,04,1697
2018021805,20180218,05,1921
2018021806,20180218,06,2332
2018021807,20180218,07,3412
2018021808,20180218,08,4357
2018021809,20180218,09,5497
2018021810,20180218,10,6656
2018021811,20180218,11,7749
2018021812,20180218,12,8530
2018021813,20180218,13,9068
2018021814,20180218,14,9585
2018021815,20180218,15,9731
2018021816,20180218,16,9114
2018021817,20180218,17,7964
2018021818,20180218,18,6624
2018021819,20180218,19,5817
2018021820,20180218,20,5280
2018021821,20180218,21,4407
2018021822,20180218,22,3241
2018021823,20180218,23,1755
2018021900,20180219,00,1452
2018021901,20180219,01,1766
2018021902,20180219,02,2023
2018021903,20180219,03,2261
2018021904,20180219,04,2481
2018021905,20180219,05,2752
2018021906,20180219,06,3455
2018021907,20180219,07,5072
2018021908,20180219,08,6702
2018021909,20180219,09,8430
2018021910,20180219,10,10319
2018021911,20180219,11,11861
2018021912,20180219,12,12827
2018021913,20180219,13,13565
2018021914,20180219,14,14152
2018021915,20180219,15,14181
2018021916,20180219,16,13238
2018021917,20180219,17,11571
2018021918,20180219,18,9847
2018021919,20180219,19,8233
2018021920,20180219,20,6721
2018021921,20180219,21,5514
2018021922,20180219,22,4055
2018021923,20180219,23,2140
2018022000,20180220,00,1812
2018022001,20180220,01,2177
2018022002,20180220,02,2439
2018022003,20180220,03,2693
2018022004,20180220,04,2912
2018022005,20180220,05,3195
2018022006,20180220,06,4032
2018022007,20180220,07,5957
2018022008,20180220,08,7776
2018022009,20180220,09,9764
2018022010,20180220,10,11673
2018022011,20180220,11,13114
2018022012,20180220,12,13920
2018022013,20180220,13,14435
2018022014,20180220,14,14493
2018022015,20180220,15,13882
2018022016,20180220,16,12424
2018022017,20180220,17,10681
2018022018,20180220,18,8602
2018022019,20180220,19,7146
2018022020,20180220,20,5816
2018022021,20180220,21,4503
2018022022,20180220,22,3207
2018022023,20180220,23,1700
2018022100,20180221,00,1365
2018022101,20180221,01,1689
2018022102,20180221,02,1966
2018022103,20180221,03,2196
2018022104,20180221,04,2412
2018022105,20180221,05,2697
2018022106,20180221,06,3344
2018022107,20180221,07,4745
2018022108,20180221,08,5813
2018022109,20180221,09,6881
2018022110,20180221,10,7875
2018022111,20180221,11,8512
2018022112,20180221,12,8937
2018022113,20180221,13,9182
2018022114,20180221,14,9232
2018022115,20180221,15,9078
2018022116,20180221,16,8453
2018022117,20180221,17,7373
2018022118,20180221,18,5940
2018022119,20180221,19,4509
2018022120,20180221,20,3782
2018022121,20180221,21,3214
2018022122,20180221,22,2392
2018022123,20180221,23,1342
2018022200,20180222,00,1118
2018022201,20180222,01,1360
2018022202,20180222,02,1520
2018022203,20180222,03,1641
2018022204,20180222,04,1774
2018022205,20180222,05,1921
2018022206,20180222,06,2360
2018022207,20180222,07,3415
2018022208,20180222,08,4383
2018022209,20180222,09,5496
2018022210,20180222,10,6673
2018022211,20180222,11,7616
2018022212,20180222,12,8293
2018022213,20180222,13,8565
2018022214,20180222,14,8703
2018022215,20180222,15,8389
2018022216,20180222,16,7615
2018022217,20180222,17,6419
2018022218,20180222,18,5220
2018022219,20180222,19,4207
2018022220,20180222,20,3641
2018022221,20180222,21,3096
2018022222,20180222,22,2308
2018022223,20180222,23,1281
2018022300,20180223,00,1041
2018022301,20180223,01,1248
2018022302,20180223,02,1412
2018022303,20180223,03,1550
2018022304,20180223,04,1662
2018022305,20180223,05,1807
2018022306,20180223,06,2212
2018022307,20180223,07,3198
2018022308,20180223,08,4033
2018022309,20180223,09,4936
2018022310,20180223,10,5886
2018022311,20180223,11,6672
2018022312,20180223,12,7069
2018022313,20180223,13,7259
2018022314,20180223,14,7297
2018022315,20180223,15,7053
2018022316,20180223,16,6442
2018022317,20180223,17,5592
2018022318,20180223,18,4445
2018022319,20180223,19,3697
2018022320,20180223,20,3371
2018022321,20180223,21,2931
2018022322,20180223,22,2187
2018022323,20180223,23,1241
2018022400,20180224,00,962
2018022401,20180224,01,1144
2018022402,20180224,02,1298
2018022403,20180224,03,1408
2018022404,20180224,04,1513
2018022405,20180224,05,1671
2018022406,20180224,06,2045
2018022407,20180224,07,2904
2018022408,20180224,08,3634
2018022409,20180224,09,4343
2018022410,20180224,10,5018
2018022411,20180224,11,5419
2018022412,20180224,12,5600
2018022413,20180224,13,5589
2018022414,20180224,14,5490
2018022415,20180224,15,5155
2018022416,20180224,16,4632
2018022417,20180224,17,3981
2018022418,20180224,18,3504
2018022419,20180224,19,3121
2018022420,20180224,20,2889
2018022421,20180224,21,2510
2018022422,20180224,22,1855
2018022423,20180224,23,970
2018022500,20180225,00,788
2018022501,20180225,01,969
2018022502,20180225,02,1096
2018022503,20180225,03,1194
2018022504,20180225,04,1300
2018022505,20180225,05,1419
2018022506,20180225,06,1681
2018022507,20180225,07,2528
2018022508,20180225,08,3216
2018022509,20180225,09,3953
2018022510,20180225,10,4748
2018022511,20180225,11,5365
2018022512,20180225,12,5741
2018022513,20180225,13,5983
2018022514,20180225,14,6042
2018022515,20180225,15,5839
2018022516,20180225,16,5308
2018022517,20180225,17,4475
2018022518,20180225,18,3685
2018022519,20180225,19,3166
2018022520,20180225,20,2916
2018022521,20180225,21,2451
2018022522,20180225,22,1785
2018022523,20180225,23,1013
2018022600,20180226,00,763
2018022601,20180226,01,923
2018022602,20180226,02,1040
2018022603,20180226,03,1156
2018022604,20180226,04,1285
2018022605,20180226,05,1406
2018022606,20180226,06,1705
2018022607,20180226,07,2492
2018022608,20180226,08,3226
2018022609,20180226,09,3986
2018022610,20180226,10,4586
2018022611,20180226,11,5000
2018022612,20180226,12,5302
2018022613,20180226,13,5405
2018022614,20180226,14,5393
2018022615,20180226,15,5230
2018022616,20180226,16,4798
2018022617,20180226,17,4040
2018022618,20180226,18,3434
2018022619,20180226,19,3013
2018022620,20180226,20,2789
2018022621,20180226,21,2416
2018022622,20180226,22,1805
2018022623,20180226,23,1012
2018022700,20180227,00,779
2018022701,20180227,01,969
2018022702,20180227,02,1109
2018022703,20180227,03,1196
2018022704,20180227,04,1319
2018022705,20180227,05,1447
2018022706,20180227,06,1762
2018022707,20180227,07,2528
2018022708,20180227,08,3128
2018022709,20180227,09,3713
2018022710,20180227,10,4189
2018022711,20180227,11,4555
2018022712,20180227,12,4734
2018022713,20180227,13,4742
2018022714,20180227,14,4669
2018022715,20180227,15,4348
2018022716,20180227,16,3842
2018022717,20180227,17,3390
2018022718,20180227,18,3008
2018022719,20180227,19,2859
2018022720,20180227,20,2600
2018022721,20180227,21,2225
2018022722,20180227,22,1703
2018022723,20180227,23,963
2018022800,20180228,00,763
2018022801,20180228,01,963
2018022802,20180228,02,1077
2018022803,20180228,03,1174
2018022804,20180228,04,1274
2018022805,20180228,05,1415
2018022806,20180228,06,1735
2018022807,20180228,07,2412
2018022808,20180228,08,3099
2018022809,20180228,09,3736
2018022810,20180228,10,4338
2018022811,20180228,11,4608
2018022812,20180228,12,4843
2018022813,20180228,13,4926
2018022814,20180228,14,4966
2018022815,20180228,15,4828
2018022816,20180228,16,4503
2018022817,20180228,17,3959
2018022818,20180228,18,3428
2018022819,20180228,19,3049
2018022820,20180228,20,2781
2018022821,20180228,21,2434
2018022822,20180228,22,1851
2018022823,20180228,23,1048
2018030100,20180301,00,784
2018030101,20180301,01,952
2018030102,20180301,02,1074
2018030103,20180301,03,1174
2018030104,20180301,04,1274
2018030105,20180301,05,1391
2018030106,20180301,06,1707
2018030107,20180301,07,2484
2018030108,20180301,08,3307
2018030109,20180301,09,4020
2018030110,20180301,10,4581
2018030111,20180301,11,4886
2018030112,20180301,12,5024
2018030113,20180301,13,5010
2018030114,20180301,14,4936
2018030115,20180301,15,4693
2018030116,20180301,16,4285
2018030117,20180301,17,3553
2018030118,20180301,18,3032
2018030119,20180301,19,2730
2018030120,20180301,20,2480
2018030121,20180301,21,2126
2018030122,20180301,22,1555
2018030123,20180301,23,897
2018030200,20180302,00,714
2018030201,20180302,01,847
2018030202,20180302,02,981
2018030203,20180302,03,1083
2018030204,20180302,04,1159
2018030205,20180302,05,1278
2018030206,20180302,06,1581
2018030207,20180302,07,2303
2018030208,20180302,08,3060
2018030209,20180302,09,3812
2018030210,20180302,10,4556
2018030211,20180302,11,5115
2018030212,20180302,12,5552
2018030213,20180302,13,5806
2018030214,20180302,14,5948
2018030215,20180302,15,5818
2018030216,20180302,16,5356
2018030217,20180302,17,4604
2018030218,20180302,18,3800
2018030219,20180302,19,3319
2018030220,20180302,20,3054
2018030221,20180302,21,2556
2018030222,20180302,22,1922
2018030223,20180302,23,1083
2018030300,20180303,00,911
2018030301,20180303,01,1086
2018030302,20180303,02,1207
2018030303,20180303,03,1312
2018030304,20180303,04,1396
2018030305,20180303,05,1528
2018030306,20180303,06,1852
2018030307,20180303,07,2649
2018030308,20180303,08,3460
2018030309,20180303,09,4288
2018030310,20180303,10,5155
2018030311,20180303,11,5837
2018030312,20180303,12,6255
2018030313,20180303,13,6413
2018030314,20180303,14,6480
2018030315,20180303,15,6321
2018030316,20180303,16,5623
2018030317,20180303,17,4700
2018030318,20180303,18,3792
2018030319,20180303,19,3232
2018030320,20180303,20,2813
2018030321,20180303,21,2273
2018030322,20180303,22,1640
2018030323,20180303,23,897
2018030400,20180304,00,735
2018030401,20180304,01,929
2018030402,20180304,02,1069
2018030403,20180304,03,1177
2018030404,20180304,04,1283
2018030405,20180304,05,1423
2018030406,20180304,06,1746
2018030407,20180304,07,2460
2018030408,20180304,08,3071
2018030409,20180304,09,3508
2018030410,20180304,10,3839
2018030411,20180304,11,3981
2018030412,20180304,12,4009
2018030413,20180304,13,3901
2018030414,20180304,14,3743
2018030415,20180304,15,3527
2018030416,20180304,16,3163
2018030417,20180304,17,2693
2018030418,20180304,18,2316
2018030419,20180304,19,2091
2018030420,20180304,20,1841
2018030421,20180304,21,1546
2018030422,20180304,22,1111
2018030423,20180304,23,595
2018030500,20180305,00,526
2018030501,20180305,01,654
2018030502,20180305,02,756
2018030503,20180305,03,834
2018030504,20180305,04,908
2018030505,20180305,05,1019
2018030506,20180305,06,1329
2018030507,20180305,07,1905
2018030508,20180305,08,2467
2018030509,20180305,09,2919
2018030510,20180305,10,3286
2018030511,20180305,11,3492
2018030512,20180305,12,3657
2018030513,20180305,13,3741
2018030514,20180305,14,3761
2018030515,20180305,15,3686
2018030516,20180305,16,3448
2018030517,20180305,17,3053
2018030518,20180305,18,2689
2018030519,20180305,19,2419
2018030520,20180305,20,2161
2018030521,20180305,21,1881
2018030522,20180305,22,1401
2018030523,20180305,23,775
2018030600,20180306,00,654
2018030601,20180306,01,783
2018030602,20180306,02,873
2018030603,20180306,03,942
2018030604,20180306,04,1016
2018030605,20180306,05,1142
2018030606,20180306,06,1458
2018030607,20180306,07,2171
2018030608,20180306,08,2784
2018030609,20180306,09,3395
2018030610,20180306,10,3887
2018030611,20180306,11,4142
2018030612,20180306,12,4317
2018030613,20180306,13,4396
2018030614,20180306,14,4315
2018030615,20180306,15,4146
2018030616,20180306,16,3900
2018030617,20180306,17,3374
2018030618,20180306,18,2914
2018030619,20180306,19,2621
2018030620,20180306,20,2403
2018030621,20180306,21,2098
2018030622,20180306,22,1570
2018030623,20180306,23,850
2018030700,20180307,00,735
2018030701,20180307,01,907
2018030702,20180307,02,1032
2018030703,20180307,03,1148
2018030704,20180307,04,1245
2018030705,20180307,05,1447
2018030706,20180307,06,1833
2018030707,20180307,07,2711
2018030708,20180307,08,3593
2018030709,20180307,09,4404
2018030710,20180307,10,4991
2018030711,20180307,11,5301
2018030712,20180307,12,5531
2018030713,20180307,13,5719
2018030714,20180307,14,5852
2018030715,20180307,15,5755
2018030716,20180307,16,5428
2018030717,20180307,17,4821
2018030718,20180307,18,4299
2018030719,20180307,19,3941
2018030720,20180307,20,3704
2018030721,20180307,21,3200
2018030722,20180307,22,2376
2018030723,20180307,23,1189
2018030800,20180308,00,1077
2018030801,20180308,01,1273
2018030802,20180308,02,1416
2018030803,20180308,03,1599
2018030804,20180308,04,1806
2018030805,20180308,05,2113
2018030806,20180308,06,2587
2018030807,20180308,07,3726
2018030808,20180308,08,5287
2018030809,20180308,09,7765
2018030810,20180308,10,9721
2018030811,20180308,11,11074
2018030812,20180308,12,11896
2018030813,20180308,13,12550
2018030814,20180308,14,12901
2018030815,20180308,15,12656
2018030816,20180308,16,11791
2018030817,20180308,17,10202
2018030818,20180308,18,8341
2018030819,20180308,19,7053
2018030820,20180308,20,6048
2018030821,20180308,21,5172
2018030822,20180308,22,3725
2018030823,20180308,23,1833
2018030900,20180309,00,1574
2018030901,20180309,01,1890
2018030902,20180309,02,2153
2018030903,20180309,03,2452
2018030904,20180309,04,2783
2018030905,20180309,05,3272
2018030906,20180309,06,3960
2018030907,20180309,07,5484
2018030908,20180309,08,6911
2018030909,20180309,09,8717
2018030910,20180309,10,10052
2018030911,20180309,11,10534
2018030912,20180309,12,10575
2018030913,20180309,13,10442
2018030914,20180309,14,10209
2018030915,20180309,15,9980
2018030916,20180309,16,9339
2018030917,20180309,17,8330
2018030918,20180309,18,7188
2018030919,20180309,19,6554
2018030920,20180309,20,6223
2018030921,20180309,21,5526
2018030922,20180309,22,4184
2018030923,20180309,23,2171
2018031000,20180310,00,1883
2018031001,20180310,01,2250
2018031002,20180310,02,2562
2018031003,20180310,03,2854
2018031004,20180310,04,3238
2018031005,20180310,05,3879
2018031006,20180310,06,4762
2018031007,20180310,07,7148
2018031008,20180310,08,9983
2018031009,20180310,09,13797
2018031010,20180310,10,16928
2018031011,20180310,11,19363
2018031012,20180310,12,21467
2018031013,20180310,13,23107
2018031014,20180310,14,23943
2018031015,20180310,15,23800
2018031016,20180310,16,23221
2018031017,20180310,17,21379
2018031018,20180310,18,18956
2018031019,20180310,19,16372
2018031020,20180310,20,13668
2018031021,20180310,21,10597
2018031022,20180310,22,7434
2018031023,20180310,23,3631
2018031100,20180311,00,3053
2018031101,20180311,01,3552
2018031102,20180311,02,4055
2018031103,20180311,03,4503
2018031104,20180311,04,5080
2018031105,20180311,05,6124
2018031106,20180311,06,7847
2018031107,20180311,07,11059
2018031108,20180311,08,13898
2018031109,20180311,09,16733
2018031110,20180311,10,18489
2018031111,20180311,11,18818
2018031112,20180311,12,18450
2018031113,20180311,13,17330
2018031114,20180311,14,15591
2018031115,20180311,15,13588
2018031116,20180311,16,11302
2018031117,20180311,17,8707
2018031118,20180311,18,6306
2018031119,20180311,19,4303
2018031120,20180311,20,3094
2018031121,20180311,21,2581
2018031122,20180311,22,1902
2018031123,20180311,23,993
2018031200,20180312,00,820
2018031201,20180312,01,982
2018031202,20180312,02,1120
2018031203,20180312,03,1210
2018031204,20180312,04,1318
2018031205,20180312,05,1501
2018031206,20180312,06,1994
2018031207,20180312,07,2883
2018031208,20180312,08,3595
2018031209,20180312,09,4175
2018031210,20180312,10,4540
2018031211,20180312,11,4643
2018031212,20180312,12,4598
2018031213,20180312,13,4559
2018031214,20180312,14,4387
2018031215,20180312,15,4195
2018031216,20180312,16,3892
2018031217,20180312,17,3333
2018031218,20180312,18,2927
2018031219,20180312,19,2561
2018031220,20180312,20,2302
2018031221,20180312,21,1985
2018031222,20180312,22,1515
2018031223,20180312,23,810
2018031300,20180313,00,672
2018031301,20180313,01,813
2018031302,20180313,02,909
2018031303,20180313,03,984
2018031304,20180313,04,1065
2018031305,20180313,05,1184
2018031306,20180313,06,1576
2018031307,20180313,07,2351
2018031308,20180313,08,2924
2018031309,20180313,09,3496
2018031310,20180313,10,3894
2018031311,20180313,11,4200
2018031312,20180313,12,4407
2018031313,20180313,13,4374
2018031314,20180313,14,4270
2018031315,20180313,15,4098
2018031316,20180313,16,3798
2018031317,20180313,17,3355
2018031318,20180313,18,2945
2018031319,20180313,19,2685
2018031320,20180313,20,2502
2018031321,20180313,21,2118
2018031322,20180313,22,1576
2018031323,20180313,23,884
2018031400,20180314,00,679
2018031401,20180314,01,838
2018031402,20180314,02,943
2018031403,20180314,03,1040
2018031404,20180314,04,1139
2018031405,20180314,05,1287
2018031406,20180314,06,1719
2018031407,20180314,07,2455
2018031408,20180314,08,3080
2018031409,20180314,09,3600
2018031410,20180314,10,4016
2018031411,20180314,11,4247
2018031412,20180314,12,4397
2018031413,20180314,13,4400
2018031414,20180314,14,4320
2018031415,20180314,15,4149
2018031416,20180314,16,3909
2018031417,20180314,17,3462
2018031418,20180314,18,2917
2018031419,20180314,19,2668
2018031420,20180314,20,2430
2018031421,20180314,21,2084
2018031422,20180314,22,1562
2018031423,20180314,23,829
2018031500,20180315,00,686
2018031501,20180315,01,833
2018031502,20180315,02,924
2018031503,20180315,03,1024
2018031504,20180315,04,1123
2018031505,20180315,05,1271
2018031506,20180315,06,1690
2018031507,20180315,07,2397
2018031508,20180315,08,3022
2018031509,20180315,09,3555
2018031510,20180315,10,3960
2018031511,20180315,11,4160
2018031512,20180315,12,4265
2018031513,20180315,13,4261
2018031514,20180315,14,4202
2018031515,20180315,15,4061
2018031516,20180315,16,3710
2018031517,20180315,17,3198
2018031518,20180315,18,2800
2018031519,20180315,19,2512
2018031520,20180315,20,2265
2018031521,20180315,21,1905
2018031522,20180315,22,1358
2018031523,20180315,23,729
2018031600,20180316,00,614
2018031601,20180316,01,756
2018031602,20180316,02,859
2018031603,20180316,03,967
2018031604,20180316,04,1088
2018031605,20180316,05,1231
2018031606,20180316,06,1638
2018031607,20180316,07,2365
2018031608,20180316,08,2913
2018031609,20180316,09,3361
2018031610,20180316,10,3693
2018031611,20180316,11,3888
2018031612,20180316,12,3929
2018031613,20180316,13,3968
2018031614,20180316,14,3887
2018031615,20180316,15,3822
2018031616,20180316,16,3621
2018031617,20180316,17,3224
2018031618,20180316,18,2897
2018031619,20180316,19,2744
2018031620,20180316,20,2523
2018031621,20180316,21,2197
2018031622,20180316,22,1677
2018031623,20180316,23,936
2018031700,20180317,00,808
2018031701,20180317,01,975
2018031702,20180317,02,1090
2018031703,20180317,03,1190
2018031704,20180317,04,1301
2018031705,20180317,05,1458
2018031706,20180317,06,1846
2018031707,20180317,07,2654
2018031708,20180317,08,3392
2018031709,20180317,09,4112
2018031710,20180317,10,4756
2018031711,20180317,11,5139
2018031712,20180317,12,5377
2018031713,20180317,13,5384
2018031714,20180317,14,5189
2018031715,20180317,15,4918
2018031716,20180317,16,4519
2018031717,20180317,17,3980
2018031718,20180317,18,3473
2018031719,20180317,19,3214
2018031720,20180317,20,2919
2018031721,20180317,21,2468
2018031722,20180317,22,1833
2018031723,20180317,23,998
2018031800,20180318,00,841
2018031801,20180318,01,1018
2018031802,20180318,02,1167
2018031803,20180318,03,1295
2018031804,20180318,04,1415
2018031805,20180318,05,1590
2018031806,20180318,06,2008
2018031807,20180318,07,2729
2018031808,20180318,08,3472
2018031809,20180318,09,4156
2018031810,20180318,10,4774
2018031811,20180318,11,5160
2018031812,20180318,12,5285
2018031813,20180318,13,5157
2018031814,20180318,14,4955
2018031815,20180318,15,4473
2018031816,20180318,16,3852
2018031817,20180318,17,3114
2018031818,20180318,18,2534
2018031819,20180318,19,2214
2018031820,20180318,20,1987
2018031821,20180318,21,1699
2018031822,20180318,22,1293
2018031823,20180318,23,715
2018031900,20180319,00,615
2018031901,20180319,01,757
2018031902,20180319,02,856
2018031903,20180319,03,937
2018031904,20180319,04,1024
2018031905,20180319,05,1136
2018031906,20180319,06,1525
2018031907,20180319,07,2178
2018031908,20180319,08,2709
2018031909,20180319,09,3133
2018031910,20180319,10,3443
2018031911,20180319,11,3635
2018031912,20180319,12,3712
2018031913,20180319,13,3720
2018031914,20180319,14,3642
2018031915,20180319,15,3553
2018031916,20180319,16,3338
2018031917,20180319,17,2983
2018031918,20180319,18,2581
2018031919,20180319,19,2274
2018031920,20180319,20,2072
2018031921,20180319,21,1784
2018031922,20180319,22,1288
2018031923,20180319,23,681
2018032000,20180320,00,615
2018032001,20180320,01,760
2018032002,20180320,02,860
2018032003,20180320,03,952
2018032004,20180320,04,1051
2018032005,20180320,05,1155
2018032006,20180320,06,1505
2018032007,20180320,07,2178
2018032008,20180320,08,2710
2018032009,20180320,09,3267
2018032010,20180320,10,3584
2018032011,20180320,11,3800
2018032012,20180320,12,3907
2018032013,20180320,13,3918
2018032014,20180320,14,3881
2018032015,20180320,15,3754
2018032016,20180320,16,3541
2018032017,20180320,17,3117
2018032018,20180320,18,2704
2018032019,20180320,19,2482
2018032020,20180320,20,2288
2018032021,20180320,21,1958
2018032022,20180320,22,1425
2018032023,20180320,23,751
2018032100,20180321,00,647
2018032101,20180321,01,788
2018032102,20180321,02,870
2018032103,20180321,03,955
2018032104,20180321,04,1046
2018032105,20180321,05,1195
2018032106,20180321,06,1588
2018032107,20180321,07,2243
2018032108,20180321,08,2950
2018032109,20180321,09,3625
2018032110,20180321,10,4100
2018032111,20180321,11,4343
2018032112,20180321,12,4513
2018032113,20180321,13,4493
2018032114,20180321,14,4404
2018032115,20180321,15,4269
2018032116,20180321,16,3886
2018032117,20180321,17,3352
2018032118,20180321,18,2937
2018032119,20180321,19,2591
2018032120,20180321,20,2343
2018032121,20180321,21,2002
2018032122,20180321,22,1467
2018032123,20180321,23,799
2018032200,20180322,00,659
2018032201,20180322,01,812
2018032202,20180322,02,934
2018032203,20180322,03,1022
2018032204,20180322,04,1123
2018032205,20180322,05,1247
2018032206,20180322,06,1652
2018032207,20180322,07,2361
2018032208,20180322,08,3005
2018032209,20180322,09,3762
2018032210,20180322,10,4228
2018032211,20180322,11,4492
2018032212,20180322,12,4587
2018032213,20180322,13,4545
2018032214,20180322,14,4540
2018032215,20180322,15,4441
2018032216,20180322,16,4098
2018032217,20180322,17,3566
2018032218,20180322,18,3067
2018032219,20180322,19,2755
2018032220,20180322,20,2458
2018032221,20180322,21,2104
2018032222,20180322,22,1541
2018032223,20180322,23,829
2018032300,20180323,00,746
2018032301,20180323,01,890
2018032302,20180323,02,1005
2018032303,20180323,03,1116
2018032304,20180323,04,1220
2018032305,20180323,05,1376
2018032306,20180323,06,1808
2018032307,20180323,07,2559
2018032308,20180323,08,3230
2018032309,20180323,09,3947
2018032310,20180323,10,4471
2018032311,20180323,11,4765
2018032312,20180323,12,4869
2018032313,20180323,13,4907
2018032314,20180323,14,4777
2018032315,20180323,15,4706
2018032316,20180323,16,4428
2018032317,20180323,17,3994
2018032318,20180323,18,3567
2018032319,20180323,19,3241
2018032320,20180323,20,2986
2018032321,20180323,21,2633
2018032322,20180323,22,1985
2018032323,20180323,23,1212
2018032400,20180324,00,919
2018032401,20180324,01,1094
2018032402,20180324,02,1226
2018032403,20180324,03,1351
2018032404,20180324,04,1443
2018032405,20180324,05,1602
2018032406,20180324,06,2096
2018032407,20180324,07,2996
2018032408,20180324,08,4010
2018032409,20180324,09,5169
2018032410,20180324,10,6333
2018032411,20180324,11,7330
2018032412,20180324,12,7908
2018032413,20180324,13,8097
2018032414,20180324,14,8358
2018032415,20180324,15,8302
2018032416,20180324,16,7850
2018032417,20180324,17,7007
2018032418,20180324,18,6128
2018032419,20180324,19,5375
2018032420,20180324,20,4871
2018032421,20180324,21,4265
2018032422,20180324,22,3185
2018032423,20180324,23,1691
2018032500,20180325,00,1517
2018032501,20180325,01,1769
2018032502,20180325,02,1977
2018032503,20180325,03,2177
2018032504,20180325,04,2434
2018032505,20180325,05,2793
2018032506,20180325,06,3617
2018032507,20180325,07,4860
2018032508,20180325,08,5868
2018032509,20180325,09,7066
2018032510,20180325,10,7785
2018032511,20180325,11,8104
2018032512,20180325,12,8018
2018032513,20180325,13,7788
2018032514,20180325,14,7312
2018032515,20180325,15,6602
2018032516,20180325,16,5687
2018032517,20180325,17,4622
2018032518,20180325,18,3670
2018032519,20180325,19,3098
2018032520,20180325,20,2745
2018032521,20180325,21,2351
2018032522,20180325,22,1784
2018032523,20180325,23,1033
2018032600,20180326,00,846
2018032601,20180326,01,990
2018032602,20180326,02,1114
2018032603,20180326,03,1231
2018032604,20180326,04,1350
2018032605,20180326,05,1520
2018032606,20180326,06,2054
2018032607,20180326,07,2785
2018032608,20180326,08,3419
2018032609,20180326,09,4058
2018032610,20180326,10,4555
2018032611,20180326,11,4915
