dh,dd,hh,cnt
2018050703,20180507,03,1628
2018050704,20180507,04,1783
2018050705,20180507,05,2111
2018050706,20180507,06,2805
2018050707,20180507,07,3737
2018050708,20180507,08,4626
2018050709,20180507,09,5396
2018050710,20180507,10,5980
2018050711,20180507,11,6347
2018050712,20180507,12,6496
2018050713,20180507,13,6429
2018050714,20180507,14,6394
2018050715,20180507,15,6278
2018050716,20180507,16,5845
2018050717,20180507,17,5243
2018050718,20180507,18,4586
2018050719,20180507,19,4111
2018050720,20180507,20,3714
2018050721,20180507,21,3299
2018050722,20180507,22,2468
2018050723,20180507,23,1420
2018050800,20180508,00,1139
2018050801,20180508,01,1361
2018050802,20180508,02,1487
2018050803,20180508,03,1667
2018050804,20180508,04,1840
2018050805,20180508,05,2211
2018050806,20180508,06,2865
2018050807,20180508,07,3818
2018050808,20180508,08,4744
2018050809,20180508,09,5741
2018050810,20180508,10,6464
2018050811,20180508,11,6884
2018050812,20180508,12,7022
2018050813,20180508,13,7066
2018050814,20180508,14,7004
2018050815,20180508,15,6754
2018050816,20180508,16,6268
2018050817,20180508,17,5639
2018050818,20180508,18,4855
2018050819,20180508,19,4341
2018050820,20180508,20,3978
2018050821,20180508,21,3471
2018050822,20180508,22,2531
2018050823,20180508,23,1426
2018050900,20180509,00,1225
2018050901,20180509,01,1425
2018050902,20180509,02,1592
2018050903,20180509,03,1759
2018050904,20180509,04,1940
2018050905,20180509,05,2387
2018050906,20180509,06,3132
2018050907,20180509,07,4133
2018050908,20180509,08,5175
2018050909,20180509,09,6226
2018050910,20180509,10,6943
2018050911,20180509,11,7241
2018050912,20180509,12,7299
2018050913,20180509,13,7157
2018050914,20180509,14,6976
2018050915,20180509,15,6771
2018050916,20180509,16,6313
2018050917,20180509,17,5685
2018050918,20180509,18,4950
2018050919,20180509,19,4398
2018050920,20180509,20,4030
2018050921,20180509,21,3572
2018050922,20180509,22,2656
2018050923,20180509,23,1492
2018051000,20180510,00,1220
2018051001,20180510,01,1429
2018051002,20180510,02,1575
2018051003,20180510,03,1732
2018051004,20180510,04,1926
2018051005,20180510,05,2372
2018051006,20180510,06,3098
2018051007,20180510,07,4076
2018051008,20180510,08,5100
2018051009,20180510,09,6016
2018051010,20180510,10,6609
2018051011,20180510,11,6815
2018051012,20180510,12,6918
2018051013,20180510,13,6780
2018051014,20180510,14,6566
2018051015,20180510,15,6366
2018051016,20180510,16,5899
2018051017,20180510,17,5221
2018051018,20180510,18,4554
2018051019,20180510,19,4127
2018051020,20180510,20,3819
2018051021,20180510,21,3359
2018051022,20180510,22,2579
2018051023,20180510,23,1457
2018051100,20180511,00,1234
2018051101,20180511,01,1477
2018051102,20180511,02,1617
2018051103,20180511,03,1757
2018051104,20180511,04,1961
2018051105,20180511,05,2346
2018051106,20180511,06,3076
2018051107,20180511,07,4047
2018051108,20180511,08,4895
2018051109,20180511,09,5682
2018051110,20180511,10,6407
2018051111,20180511,11,6697
2018051112,20180511,12,6728
2018051113,20180511,13,6584
2018051114,20180511,14,6552
2018051115,20180511,15,6505
2018051116,20180511,16,6273
2018051117,20180511,17,5822
2018051118,20180511,18,5293
2018051119,20180511,19,5022
2018051120,20180511,20,4723
2018051121,20180511,21,4325
2018051122,20180511,22,3421
2018051123,20180511,23,2087
2018051200,20180512,00,1766
2018051201,20180512,01,2049
2018051202,20180512,02,2297
2018051203,20180512,03,2480
2018051204,20180512,04,2703
2018051205,20180512,05,3201
2018051206,20180512,06,4094
2018051207,20180512,07,5390
2018051208,20180512,08,6912
2018051209,20180512,09,9013
2018051210,20180512,10,10980
2018051211,20180512,11,12372
2018051212,20180512,12,13434
2018051213,20180512,13,14027
2018051214,20180512,14,14296
2018051215,20180512,15,14221
2018051216,20180512,16,13559
2018051217,20180512,17,12453
2018051218,20180512,18,11300
2018051219,20180512,19,10069
2018051220,20180512,20,9005
2018051221,20180512,21,8023
2018051222,20180512,22,6295
2018051223,20180512,23,3352
2018051300,20180513,00,2911
2018051301,20180513,01,3307
2018051302,20180513,02,3598
2018051303,20180513,03,3899
2018051304,20180513,04,4383
2018051305,20180513,05,5484
2018051306,20180513,06,6738
2018051307,20180513,07,8515
2018051308,20180513,08,10228
2018051309,20180513,09,11536
2018051310,20180513,10,12098
2018051311,20180513,11,12010
2018051312,20180513,12,11306
2018051313,20180513,13,10282
2018051314,20180513,14,9288
2018051315,20180513,15,8076
2018051316,20180513,16,6928
2018051317,20180513,17,5681
2018051318,20180513,18,4657
2018051319,20180513,19,4016
2018051320,20180513,20,3511
2018051321,20180513,21,3024
2018051322,20180513,22,2326
2018051323,20180513,23,1372
2018051400,20180514,00,1090
2018051401,20180514,01,1273
2018051402,20180514,02,1399
2018051403,20180514,03,1547
2018051404,20180514,04,1685
2018051405,20180514,05,2088
2018051406,20180514,06,2690
2018051407,20180514,07,3590
2018051408,20180514,08,4393
2018051409,20180514,09,5145
2018051410,20180514,10,5849
2018051411,20180514,11,6225
2018051412,20180514,12,6210
2018051413,20180514,13,6090
2018051414,20180514,14,6085
2018051415,20180514,15,5923
2018051416,20180514,16,5608
2018051417,20180514,17,5034
2018051418,20180514,18,4524
2018051419,20180514,19,4174
2018051420,20180514,20,3827
2018051421,20180514,21,3323
2018051422,20180514,22,2459
2018051423,20180514,23,1451
2018051500,20180515,00,1249
2018051501,20180515,01,1422
2018051502,20180515,02,1566
2018051503,20180515,03,1713
2018051504,20180515,04,1894
2018051505,20180515,05,2320
2018051506,20180515,06,3060
2018051507,20180515,07,3852
2018051508,20180515,08,4560
2018051509,20180515,09,5052
2018051510,20180515,10,5494
2018051511,20180515,11,5820
2018051512,20180515,12,6026
2018051513,20180515,13,6035
2018051514,20180515,14,5996
2018051515,20180515,15,5815
2018051516,20180515,16,5612
2018051517,20180515,17,5233
2018051518,20180515,18,4639
2018051519,20180515,19,4273
2018051520,20180515,20,4054
2018051521,20180515,21,3645
2018051522,20180515,22,2745
2018051523,20180515,23,1594
2018051600,20180516,00,1326
2018051601,20180516,01,1566
2018051602,20180516,02,1706
2018051603,20180516,03,1847
2018051604,20180516,04,2036
2018051605,20180516,05,2460
2018051606,20180516,06,3226
2018051607,20180516,07,4110
2018051608,20180516,08,4975
2018051609,20180516,09,5847
2018051610,20180516,10,6533
2018051611,20180516,11,6851
2018051612,20180516,12,6911
2018051613,20180516,13,6832
2018051614,20180516,14,6674
2018051615,20180516,15,6444
2018051616,20180516,16,6178
2018051617,20180516,17,5656
2018051618,20180516,18,4995
2018051619,20180516,19,4581
2018051620,20180516,20,4234
2018051621,20180516,21,3757
2018051622,20180516,22,2859
2018051623,20180516,23,1661
2018051700,20180517,00,1360
2018051701,20180517,01,1597
2018051702,20180517,02,1761
2018051703,20180517,03,1913
2018051704,20180517,04,2115
2018051705,20180517,05,2550
2018051706,20180517,06,3274
2018051707,20180517,07,4312
2018051708,20180517,08,5240
2018051709,20180517,09,6055
2018051710,20180517,10,6778
2018051711,20180517,11,7100
2018051712,20180517,12,7032
2018051713,20180517,13,6966
2018051714,20180517,14,6866
2018051715,20180517,15,6555
2018051716,20180517,16,6163
2018051717,20180517,17,5381
2018051718,20180517,18,4588
2018051719,20180517,19,4242
2018051720,20180517,20,3987
2018051721,20180517,21,3490
2018051722,20180517,22,2606
2018051723,20180517,23,1570
2018051800,20180518,00,240
2018051801,20180518,01,257
2018051802,20180518,02,272
2018051803,20180518,03,288
2018051804,20180518,04,314
2018051805,20180518,05,395
2018051806,20180518,06,588
2018051807,20180518,07,737
2018051808,20180518,08,852
2018051809,20180518,09,899
2018051810,20180518,10,955
2018051811,20180518,11,1030
2018051812,20180518,12,1030
2018051813,20180518,13,954
2018051814,20180518,14,924
2018051815,20180518,15,901
2018051816,20180518,16,903
2018051817,20180518,17,907
2018051818,20180518,18,847
2018051819,20180518,19,821
2018051820,20180518,20,782
2018051821,20180518,21,714
2018051822,20180518,22,511
2018051823,20180518,23,324
2018051900,20180519,00,1020
2018051901,20180519,01,1184
2018051902,20180519,02,1303
2018051903,20180519,03,1406
2018051904,20180519,04,1540
2018051905,20180519,05,1820
2018051906,20180519,06,2282
2018051907,20180519,07,2833
2018051908,20180519,08,3272
2018051909,20180519,09,3734
2018051910,20180519,10,4230
2018051911,20180519,11,4725
2018051912,20180519,12,5177
2018051913,20180519,13,5339
2018051914,20180519,14,5302
2018051915,20180519,15,5256
2018051916,20180519,16,5181
2018051917,20180519,17,5126
2018051918,20180519,18,5027
2018051919,20180519,19,4878
2018051920,20180519,20,4733
2018051921,20180519,21,4214
2018051922,20180519,22,3202
2018051923,20180519,23,1830
2018052000,20180520,00,1758
2018052001,20180520,01,2035
2018052002,20180520,02,2224
2018052003,20180520,03,2431
2018052004,20180520,04,2687
2018052005,20180520,05,3285
2018052006,20180520,06,4154
2018052007,20180520,07,5372
2018052008,20180520,08,6660
2018052009,20180520,09,7616
2018052010,20180520,10,7774
2018052011,20180520,11,7583
2018052012,20180520,12,7050
2018052013,20180520,13,6487
2018052014,20180520,14,6036
2018052015,20180520,15,5402
2018052016,20180520,16,4740
2018052017,20180520,17,3866
2018052018,20180520,18,3153
2018052019,20180520,19,2722
2018052020,20180520,20,2449
2018052021,20180520,21,2135
2018052022,20180520,22,1569
2018052023,20180520,23,959
2018052100,20180521,00,786
2018052101,20180521,01,908
2018052102,20180521,02,1021
2018052103,20180521,03,1107
2018052104,20180521,04,1215
2018052105,20180521,05,1430
2018052106,20180521,06,1899
2018052107,20180521,07,2607
2018052108,20180521,08,3289
2018052109,20180521,09,3811
2018052110,20180521,10,4125
2018052111,20180521,11,4242
2018052112,20180521,12,4261
2018052113,20180521,13,4216
2018052114,20180521,14,4192
2018052115,20180521,15,4084
2018052116,20180521,16,3928
2018052117,20180521,17,3570
2018052118,20180521,18,3108
2018052119,20180521,19,2886
2018052120,20180521,20,2687
2018052121,20180521,21,2333
2018052122,20180521,22,1723
2018052123,20180521,23,1005
2018052200,20180522,00,874
2018052201,20180522,01,1020
2018052202,20180522,02,1104
2018052203,20180522,03,1205
2018052204,20180522,04,1314
2018052205,20180522,05,1594
2018052206,20180522,06,2129
2018052207,20180522,07,3154
2018052208,20180522,08,3907
2018052209,20180522,09,4541
2018052210,20180522,10,5083
2018052211,20180522,11,5332
2018052212,20180522,12,5463
2018052213,20180522,13,5436
2018052214,20180522,14,5398
2018052215,20180522,15,5202
2018052216,20180522,16,4935
2018052217,20180522,17,4434
2018052218,20180522,18,3864
2018052219,20180522,19,3433
2018052220,20180522,20,3147
2018052221,20180522,21,2753
2018052222,20180522,22,2107
2018052223,20180522,23,1252
2018052300,20180523,00,927
2018052301,20180523,01,1108
2018052302,20180523,02,1243
2018052303,20180523,03,1339
2018052304,20180523,04,1492
2018052305,20180523,05,1823
2018052306,20180523,06,2354
2018052307,20180523,07,3106
2018052308,20180523,08,3799
2018052309,20180523,09,4411
2018052310,20180523,10,4853
2018052311,20180523,11,4958
2018052312,20180523,12,5057
2018052313,20180523,13,5020
2018052314,20180523,14,4927
2018052315,20180523,15,4809
2018052316,20180523,16,4554
2018052317,20180523,17,4040
2018052318,20180523,18,3606
2018052319,20180523,19,3174
2018052320,20180523,20,2854
2018052321,20180523,21,2530
2018052322,20180523,22,1920
2018052323,20180523,23,1088
2018052400,20180524,00,1013
2018052401,20180524,01,1166
2018052402,20180524,02,1310
2018052403,20180524,03,1437
2018052404,20180524,04,1588
2018052405,20180524,05,1957
2018052406,20180524,06,2569
2018052407,20180524,07,3489
2018052408,20180524,08,4335
2018052409,20180524,09,4993
2018052410,20180524,10,5540
2018052411,20180524,11,5747
2018052412,20180524,12,5832
2018052413,20180524,13,5866
2018052414,20180524,14,5808
2018052415,20180524,15,5676
2018052416,20180524,16,5326
2018052417,20180524,17,4714
2018052418,20180524,18,3960
2018052419,20180524,19,3475
2018052420,20180524,20,3116
2018052421,20180524,21,2750
2018052422,20180524,22,2108
2018052423,20180524,23,1222
2018052500,20180525,00,959
2018052501,20180525,01,1152
2018052502,20180525,02,1279
2018052503,20180525,03,1418
2018052504,20180525,04,1556
2018052505,20180525,05,1841
2018052506,20180525,06,2376
2018052507,20180525,07,3263
2018052508,20180525,08,4044
2018052509,20180525,09,4718
2018052510,20180525,10,5346
2018052511,20180525,11,5672
2018052512,20180525,12,5753
2018052513,20180525,13,5785
2018052514,20180525,14,5718
2018052515,20180525,15,5507
2018052516,20180525,16,5286
2018052517,20180525,17,4846
2018052518,20180525,18,4201
2018052519,20180525,19,3811
2018052520,20180525,20,3531
2018052521,20180525,21,3289
2018052522,20180525,22,2629
2018052523,20180525,23,1595
2018052600,20180526,00,1300
2018052601,20180526,01,1529
2018052602,20180526,02,1697
2018052603,20180526,03,1829
2018052604,20180526,04,1977
2018052605,20180526,05,2361
2018052606,20180526,06,3059
2018052607,20180526,07,4295
2018052608,20180526,08,5579
2018052609,20180526,09,7123
2018052610,20180526,10,8554
2018052611,20180526,11,9451
2018052612,20180526,12,10022
2018052613,20180526,13,10531
2018052614,20180526,14,10796
2018052615,20180526,15,10717
2018052616,20180526,16,10279
2018052617,20180526,17,9276
2018052618,20180526,18,8149
2018052619,20180526,19,7379
2018052620,20180526,20,6535
2018052621,20180526,21,5624
2018052622,20180526,22,4217
2018052623,20180526,23,2412
2018052700,20180527,00,2058
2018052701,20180527,01,2470
2018052702,20180527,02,2704
2018052703,20180527,03,2884
2018052704,20180527,04,3181
2018052705,20180527,05,3868
2018052706,20180527,06,4894
2018052707,20180527,07,6396
2018052708,20180527,08,7768
2018052709,20180527,09,8743
2018052710,20180527,10,9137
2018052711,20180527,11,8979
2018052712,20180527,12,8338
2018052713,20180527,13,7837
2018052714,20180527,14,7238
2018052715,20180527,15,6628
2018052716,20180527,16,5939
2018052717,20180527,17,5118
2018052718,20180527,18,4101
2018052719,20180527,19,3356
2018052720,20180527,20,2965
2018052721,20180527,21,2624
2018052722,20180527,22,1990
2018052723,20180527,23,1122
2018052800,20180528,00,916
2018052801,20180528,01,1085
2018052802,20180528,02,1204
2018052803,20180528,03,1316
2018052804,20180528,04,1460
2018052805,20180528,05,1776
2018052806,20180528,06,2338
2018052807,20180528,07,3213
2018052808,20180528,08,3987
2018052809,20180528,09,4706
2018052810,20180528,10,5135
2018052811,20180528,11,5384
2018052812,20180528,12,5436
2018052813,20180528,13,5432
2018052814,20180528,14,5382
2018052815,20180528,15,5219
2018052816,20180528,16,4957
2018052817,20180528,17,4518
2018052818,20180528,18,3805
2018052819,20180528,19,3398
2018052820,20180528,20,3103
2018052821,20180528,21,2730
2018052822,20180528,22,2128
2018052823,20180528,23,1223
2018052900,20180529,00,997
2018052901,20180529,01,1183
2018052902,20180529,02,1299
2018052903,20180529,03,1398
2018052904,20180529,04,1514
2018052905,20180529,05,1846
2018052906,20180529,06,2395
2018052907,20180529,07,3272
2018052908,20180529,08,4126
2018052909,20180529,09,4884
2018052910,20180529,10,5465
2018052911,20180529,11,5824
2018052912,20180529,12,5984
2018052913,20180529,13,5982
2018052914,20180529,14,5824
2018052915,20180529,15,5637
2018052916,20180529,16,5349
2018052917,20180529,17,4803
2018052918,20180529,18,4094
2018052919,20180529,19,3599
2018052920,20180529,20,3279
2018052921,20180529,21,2899
2018052922,20180529,22,2245
2018052923,20180529,23,1344
2018053000,20180530,00,1097
2018053001,20180530,01,1267
2018053002,20180530,02,1404
2018053003,20180530,03,1498
2018053004,20180530,04,1609
2018053005,20180530,05,1951
2018053006,20180530,06,2473
2018053007,20180530,07,3346
2018053008,20180530,08,4198
2018053009,20180530,09,4980
2018053010,20180530,10,5555
2018053011,20180530,11,5849
2018053012,20180530,12,5946
2018053013,20180530,13,5853
2018053014,20180530,14,5662
2018053015,20180530,15,5435
2018053016,20180530,16,5040
2018053017,20180530,17,4491
2018053018,20180530,18,3660
2018053019,20180530,19,3232
2018053020,20180530,20,2937
2018053021,20180530,21,2543
2018053022,20180530,22,1996
2018053023,20180530,23,1163
2018053100,20180531,00,968
2018053101,20180531,01,1121
2018053102,20180531,02,1217
2018053103,20180531,03,1313
2018053104,20180531,04,1422
2018053105,20180531,05,1714
2018053106,20180531,06,2225
2018053107,20180531,07,3161
2018053108,20180531,08,4018
2018053109,20180531,09,4849
2018053110,20180531,10,5194
2018053111,20180531,11,5360
2018053112,20180531,12,5316
2018053113,20180531,13,5251
2018053114,20180531,14,5167
2018053115,20180531,15,5007
2018053116,20180531,16,4685
2018053117,20180531,17,4130
2018053118,20180531,18,3518
2018053119,20180531,19,3106
2018053120,20180531,20,2832
2018053121,20180531,21,2510
2018053122,20180531,22,1976
2018053123,20180531,23,1122
2018060100,20180601,00,872
2018060101,20180601,01,1067
2018060102,20180601,02,1171
2018060103,20180601,03,1278
2018060104,20180601,04,1405
2018060105,20180601,05,1690
2018060106,20180601,06,2197
2018060107,20180601,07,3051
2018060108,20180601,08,3889
2018060109,20180601,09,4583
2018060110,20180601,10,5097
2018060111,20180601,11,5327
2018060112,20180601,12,5482
2018060113,20180601,13,5595
2018060114,20180601,14,5672
2018060115,20180601,15,5631
2018060116,20180601,16,5366
2018060117,20180601,17,4955
2018060118,20180601,18,4349
2018060119,20180601,19,3911
2018060120,20180601,20,3683
2018060121,20180601,21,3310
2018060122,20180601,22,2616
2018060123,20180601,23,1563
2018060200,20180602,00,1314
2018060201,20180602,01,1590
2018060202,20180602,02,1739
2018060203,20180602,03,1872
2018060204,20180602,04,1999
2018060205,20180602,05,2371
2018060206,20180602,06,3075
2018060207,20180602,07,4218
2018060208,20180602,08,5418
2018060209,20180602,09,6931
2018060210,20180602,10,8145
2018060211,20180602,11,9051
2018060212,20180602,12,9684
2018060213,20180602,13,10111
2018060214,20180602,14,10359
2018060215,20180602,15,10361
2018060216,20180602,16,10061
2018060217,20180602,17,9425
2018060218,20180602,18,8247
2018060219,20180602,19,7259
2018060220,20180602,20,6544
2018060221,20180602,21,5859
2018060222,20180602,22,4539
2018060223,20180602,23,2636
2018060300,20180603,00,2248
2018060301,20180603,01,2568
2018060302,20180603,02,2787
2018060303,20180603,03,2992
2018060304,20180603,04,3329
2018060305,20180603,05,4079
2018060306,20180603,06,5071
2018060307,20180603,07,6620
2018060308,20180603,08,8012
2018060309,20180603,09,9099
2018060310,20180603,10,9514
2018060311,20180603,11,9274
2018060312,20180603,12,8771
2018060313,20180603,13,8103
2018060314,20180603,14,7477
2018060315,20180603,15,6788
2018060316,20180603,16,6071
2018060317,20180603,17,5081
2018060318,20180603,18,3823
2018060319,20180603,19,3145
2018060320,20180603,20,2759
2018060321,20180603,21,2405
2018060322,20180603,22,1864
2018060323,20180603,23,1032
2018060400,20180604,00,863
2018060401,20180604,01,1014
2018060402,20180604,02,1135
2018060403,20180604,03,1240
2018060404,20180604,04,1373
2018060405,20180604,05,1655
2018060406,20180604,06,2122
2018060407,20180604,07,2961
2018060408,20180604,08,3712
2018060409,20180604,09,4271
2018060410,20180604,10,4662
2018060411,20180604,11,4786
2018060412,20180604,12,4824
2018060413,20180604,13,4822
2018060414,20180604,14,4776
2018060415,20180604,15,4701
2018060416,20180604,16,4528
2018060417,20180604,17,4096
2018060418,20180604,18,3574
2018060419,20180604,19,3200
2018060420,20180604,20,2906
2018060421,20180604,21,2597
2018060422,20180604,22,2026
2018060423,20180604,23,1220
2018060500,20180605,00,987
2018060501,20180605,01,1166
2018060502,20180605,02,1249
2018060503,20180605,03,1377
2018060504,20180605,04,1476
2018060505,20180605,05,1749
2018060506,20180605,06,2254
2018060507,20180605,07,3149
2018060508,20180605,08,4026
2018060509,20180605,09,4762
2018060510,20180605,10,5240
2018060511,20180605,11,5409
2018060512,20180605,12,5530
2018060513,20180605,13,5513
2018060514,20180605,14,5439
2018060515,20180605,15,5334
2018060516,20180605,16,5091
2018060517,20180605,17,4611
2018060518,20180605,18,3956
2018060519,20180605,19,3517
2018060520,20180605,20,3190
2018060521,20180605,21,2864
2018060522,20180605,22,2267
2018060523,20180605,23,1344
2018060600,20180606,00,1109
2018060601,20180606,01,1281
2018060602,20180606,02,1412
2018060603,20180606,03,1499
2018060604,20180606,04,1642
2018060605,20180606,05,1930
2018060606,20180606,06,2465
2018060607,20180606,07,3493
2018060608,20180606,08,4364
2018060609,20180606,09,4984
2018060610,20180606,10,5445
2018060611,20180606,11,5611
2018060612,20180606,12,5725
2018060613,20180606,13,5793
2018060614,20180606,14,5755
2018060615,20180606,15,5673
2018060616,20180606,16,5375
2018060617,20180606,17,4873
2018060618,20180606,18,4244
2018060619,20180606,19,3774
2018060620,20180606,20,3347
2018060621,20180606,21,2978
2018060622,20180606,22,2372
2018060623,20180606,23,1425
2018060700,20180607,00,1180
2018060701,20180607,01,1363
2018060702,20180607,02,1479
2018060703,20180607,03,1617
2018060704,20180607,04,1728
2018060705,20180607,05,2069
2018060706,20180607,06,2660
2018060707,20180607,07,3605
2018060708,20180607,08,4388
2018060709,20180607,09,5189
2018060710,20180607,10,5587
2018060711,20180607,11,5850
2018060712,20180607,12,5898
2018060713,20180607,13,5870
2018060714,20180607,14,5820
2018060715,20180607,15,5657
2018060716,20180607,16,5337
2018060717,20180607,17,4829
2018060718,20180607,18,4162
2018060719,20180607,19,3755
2018060720,20180607,20,3457
2018060721,20180607,21,3153
2018060722,20180607,22,2451
2018060723,20180607,23,1485
2018060800,20180608,00,1167
2018060801,20180608,01,1350
2018060802,20180608,02,1451
2018060803,20180608,03,1587
2018060804,20180608,04,1732
2018060805,20180608,05,2097
2018060806,20180608,06,2699
2018060807,20180608,07,3616
2018060808,20180608,08,4557
2018060809,20180608,09,5249
2018060810,20180608,10,5785
2018060811,20180608,11,5999
2018060812,20180608,12,5930
2018060813,20180608,13,5752
2018060814,20180608,14,5629
2018060815,20180608,15,5559
2018060816,20180608,16,5337
2018060817,20180608,17,4835
2018060818,20180608,18,4181
2018060819,20180608,19,3785
2018060820,20180608,20,3553
2018060821,20180608,21,3238
2018060822,20180608,22,2539
2018060823,20180608,23,1512
2018060900,20180609,00,1227
2018060901,20180609,01,1421
2018060902,20180609,02,1587
2018060903,20180609,03,1718
2018060904,20180609,04,1884
2018060905,20180609,05,2230
2018060906,20180609,06,2953
2018060907,20180609,07,4144
2018060908,20180609,08,5342
2018060909,20180609,09,6505
2018060910,20180609,10,7535
2018060911,20180609,11,8345
2018060912,20180609,12,8864
2018060913,20180609,13,9292
2018060914,20180609,14,9571
2018060915,20180609,15,9618
2018060916,20180609,16,9405
2018060917,20180609,17,8737
2018060918,20180609,18,7689
2018060919,20180609,19,6701
2018060920,20180609,20,5866
2018060921,20180609,21,5199
2018060922,20180609,22,4019
2018060923,20180609,23,2248
2018061000,20180610,00,1844
2018061001,20180610,01,2136
2018061002,20180610,02,2341
2018061003,20180610,03,2534
2018061004,20180610,04,2801
2018061005,20180610,05,3400
2018061006,20180610,06,4458
2018061007,20180610,07,5835
2018061008,20180610,08,7443
2018061009,20180610,09,8644
2018061010,20180610,10,9264
2018061011,20180610,11,9290
2018061012,20180610,12,8827
2018061013,20180610,13,8273
2018061014,20180610,14,7775
2018061015,20180610,15,7277
2018061016,20180610,16,6487
2018061017,20180610,17,5455
2018061018,20180610,18,4278
2018061019,20180610,19,3620
2018061020,20180610,20,3174
2018061021,20180610,21,2633
2018061022,20180610,22,1959
2018061023,20180610,23,1162
2018061100,20180611,00,905
2018061101,20180611,01,1045
2018061102,20180611,02,1145
2018061103,20180611,03,1256
2018061104,20180611,04,1406
2018061105,20180611,05,1738
2018061106,20180611,06,2307
2018061107,20180611,07,3243
2018061108,20180611,08,4160
2018061109,20180611,09,4862
2018061110,20180611,10,5388
2018061111,20180611,11,5643
2018061112,20180611,12,5818
2018061113,20180611,13,5835
2018061114,20180611,14,5732
2018061115,20180611,15,5604
2018061116,20180611,16,5340
2018061117,20180611,17,4865
2018061118,20180611,18,4196
2018061119,20180611,19,3645
2018061120,20180611,20,3325
2018061121,20180611,21,3027
2018061122,20180611,22,2339
2018061123,20180611,23,1399
2018061200,20180612,00,1071
2018061201,20180612,01,1241
2018061202,20180612,02,1340
2018061203,20180612,03,1438
2018061204,20180612,04,1595
2018061205,20180612,05,1948
2018061206,20180612,06,2587
2018061207,20180612,07,3497
2018061208,20180612,08,4396
2018061209,20180612,09,5146
2018061210,20180612,10,5703
2018061211,20180612,11,5890
2018061212,20180612,12,5912
2018061213,20180612,13,5891
2018061214,20180612,14,5815
2018061215,20180612,15,5657
2018061216,20180612,16,5436
2018061217,20180612,17,4906
2018061218,20180612,18,4262
2018061219,20180612,19,3876
2018061220,20180612,20,3505
2018061221,20180612,21,3142
2018061222,20180612,22,2464
2018061223,20180612,23,1461
2018061300,20180613,00,1144
2018061301,20180613,01,1337
2018061302,20180613,02,1453
2018061303,20180613,03,1561
2018061304,20180613,04,1686
2018061305,20180613,05,2046
2018061306,20180613,06,2675
2018061307,20180613,07,3586
2018061308,20180613,08,4389
2018061309,20180613,09,5134
2018061310,20180613,10,5703
2018061311,20180613,11,5922
2018061312,20180613,12,6104
2018061313,20180613,13,6101
2018061314,20180613,14,6034
2018061315,20180613,15,5870
2018061316,20180613,16,5613
2018061317,20180613,17,5110
2018061318,20180613,18,4423
2018061319,20180613,19,3915
2018061320,20180613,20,3507
2018061321,20180613,21,3096
2018061322,20180613,22,2399
2018061323,20180613,23,1418
2018061400,20180614,00,1126
2018061401,20180614,01,1294
2018061402,20180614,02,1396
2018061403,20180614,03,1507
2018061404,20180614,04,1648
2018061405,20180614,05,1997
2018061406,20180614,06,2636
2018061407,20180614,07,3572
2018061408,20180614,08,4521
2018061409,20180614,09,5281
2018061410,20180614,10,5789
2018061411,20180614,11,6029
2018061412,20180614,12,6087
2018061413,20180614,13,6068
2018061414,20180614,14,6044
2018061415,20180614,15,5961
2018061416,20180614,16,5711
2018061417,20180614,17,5166
2018061418,20180614,18,4467
2018061419,20180614,19,3972
2018061420,20180614,20,3614
2018061421,20180614,21,3251
2018061422,20180614,22,2550
2018061423,20180614,23,1514
2018061500,20180615,00,1296
2018061501,20180615,01,1455
2018061502,20180615,02,1584
2018061503,20180615,03,1703
2018061504,20180615,04,1858
2018061505,20180615,05,2230
2018061506,20180615,06,2887
2018061507,20180615,07,3936
2018061508,20180615,08,4974
2018061509,20180615,09,5943
2018061510,20180615,10,6529
2018061511,20180615,11,6729
2018061512,20180615,12,6703
2018061513,20180615,13,6662
2018061514,20180615,14,6487
2018061515,20180615,15,6420
2018061516,20180615,16,6197
2018061517,20180615,17,5747
2018061518,20180615,18,5083
2018061519,20180615,19,4883
2018061520,20180615,20,4879
2018061521,20180615,21,4453
2018061522,20180615,22,3373
2018061523,20180615,23,2088
2018061600,20180616,00,1690
2018061601,20180616,01,1931
2018061602,20180616,02,2059
2018061603,20180616,03,2196
2018061604,20180616,04,2399
2018061605,20180616,05,2868
2018061606,20180616,06,3641
2018061607,20180616,07,4925
2018061608,20180616,08,6489
2018061609,20180616,09,8231
2018061610,20180616,10,9811
2018061611,20180616,11,11291
2018061612,20180616,12,12436
2018061613,20180616,13,13475
2018061614,20180616,14,14291
2018061615,20180616,15,15006
2018061616,20180616,16,14957
2018061617,20180616,17,14456
2018061618,20180616,18,13503
2018061619,20180616,19,12345
2018061620,20180616,20,11120
2018061621,20180616,21,9913
2018061622,20180616,22,7813
2018061623,20180616,23,4858
2018061700,20180617,00,3569
2018061701,20180617,01,4002
2018061702,20180617,02,4302
2018061703,20180617,03,4569
2018061704,20180617,04,4969
2018061705,20180617,05,5928
2018061706,20180617,06,7630
2018061707,20180617,07,10119
2018061708,20180617,08,12388
2018061709,20180617,09,14652
2018061710,20180617,10,16385
2018061711,20180617,11,17490
2018061712,20180617,12,18055
2018061713,20180617,13,18351
2018061714,20180617,14,18391
2018061715,20180617,15,18253
2018061716,20180617,16,17699
2018061717,20180617,17,16579
2018061718,20180617,18,14757
2018061719,20180617,19,12910
